Dataset ID	Source Dataset ID	Command	Type	Collection	Options	Last Processed Datetime
186	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['16'])"	D	structured_artificial	{}	09/03/2022 17:46:57
187	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['17'])"	D	structured_artificial	{}	09/03/2022 17:46:57
188	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['18'])"	D	structured_artificial	{}	09/03/2022 17:46:58
189	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['19'])"	D	structured_artificial	{}	09/03/2022 17:46:58
190	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['20'])"	D	structured_artificial	{}	09/03/2022 17:46:59
191	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['21'])"	D	structured_artificial	{}	09/03/2022 17:47:00
192	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['22'])"	D	structured_artificial	{}	09/03/2022 17:47:00
193	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['23'])"	D	structured_artificial	{}	09/03/2022 17:47:01
194	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['24'])"	D	structured_artificial	{}	09/03/2022 17:47:01
195	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['25'])"	D	structured_artificial	{}	09/03/2022 17:47:02
196	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['26'])"	D	structured_artificial	{}	09/03/2022 17:47:03
197	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['27'])"	D	structured_artificial	{}	09/03/2022 17:47:03
198	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['28'])"	D	structured_artificial	{}	09/03/2022 17:47:04
199	76	"transformers.process_D(data[0].loc[2,""Ds""].loc['29'])"	D	structured_artificial	{}	09/03/2022 17:47:04
200	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['0'])"	D	structured_artificial	{}	09/03/2022 17:47:05
201	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['1'])"	D	structured_artificial	{}	09/03/2022 17:47:06
202	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['2'])"	D	structured_artificial	{}	09/03/2022 17:47:06
203	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['3'])"	D	structured_artificial	{}	09/03/2022 17:47:07
204	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['4'])"	D	structured_artificial	{}	09/03/2022 17:47:07
205	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['5'])"	D	structured_artificial	{}	09/03/2022 17:47:08
206	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['6'])"	D	structured_artificial	{}	09/03/2022 17:47:08
207	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['7'])"	D	structured_artificial	{}	09/03/2022 17:47:09
208	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['8'])"	D	structured_artificial	{}	09/03/2022 17:47:10
209	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['9'])"	D	structured_artificial	{}	09/03/2022 17:47:10
210	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['10'])"	D	structured_artificial	{}	09/03/2022 17:47:11
211	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['11'])"	D	structured_artificial	{}	09/03/2022 17:47:11
212	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['12'])"	D	structured_artificial	{}	09/03/2022 17:47:12
213	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['13'])"	D	structured_artificial	{}	09/03/2022 17:47:13
214	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['14'])"	D	structured_artificial	{}	09/03/2022 17:47:13
215	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['15'])"	D	structured_artificial	{}	09/03/2022 17:47:14
216	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['16'])"	D	structured_artificial	{}	09/03/2022 17:47:14
217	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['17'])"	D	structured_artificial	{}	09/03/2022 17:47:15
218	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['18'])"	D	structured_artificial	{}	09/03/2022 17:47:16
219	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['19'])"	D	structured_artificial	{}	09/03/2022 17:47:16
220	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['20'])"	D	structured_artificial	{}	09/03/2022 17:47:17
221	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['21'])"	D	structured_artificial	{}	09/03/2022 17:47:17
222	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['22'])"	D	structured_artificial	{}	09/03/2022 17:47:18
223	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['23'])"	D	structured_artificial	{}	09/03/2022 17:47:19
224	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['24'])"	D	structured_artificial	{}	09/03/2022 17:47:19
225	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['25'])"	D	structured_artificial	{}	09/03/2022 17:47:20
226	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['26'])"	D	structured_artificial	{}	09/03/2022 17:47:20
227	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['27'])"	D	structured_artificial	{}	09/03/2022 17:47:21
228	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['28'])"	D	structured_artificial	{}	09/03/2022 17:47:21
229	76	"transformers.process_D(data[0].loc[3,""Ds""].loc['29'])"	D	structured_artificial	{}	09/03/2022 17:47:22
230	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['0'])"	D	structured_artificial	{}	09/03/2022 17:47:23
231	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['1'])"	D	structured_artificial	{}	09/03/2022 17:47:23
232	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['2'])"	D	structured_artificial	{}	09/03/2022 17:47:24
233	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['3'])"	D	structured_artificial	{}	09/03/2022 17:47:24
234	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['4'])"	D	structured_artificial	{}	09/03/2022 17:47:25
235	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['5'])"	D	structured_artificial	{}	09/03/2022 17:47:26
236	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['6'])"	D	structured_artificial	{}	09/03/2022 17:47:26
237	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['7'])"	D	structured_artificial	{}	09/03/2022 17:47:27
238	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['8'])"	D	structured_artificial	{}	09/03/2022 17:47:27
239	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['9'])"	D	structured_artificial	{}	09/03/2022 17:47:28
240	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['10'])"	D	structured_artificial	{}	09/03/2022 17:47:28
241	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['11'])"	D	structured_artificial	{}	09/03/2022 17:47:29
242	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['12'])"	D	structured_artificial	{}	09/03/2022 17:47:30
243	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['13'])"	D	structured_artificial	{}	09/03/2022 17:47:30
244	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['14'])"	D	structured_artificial	{}	09/03/2022 17:47:31
245	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['15'])"	D	structured_artificial	{}	09/03/2022 17:47:31
246	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['16'])"	D	structured_artificial	{}	09/03/2022 17:47:32
247	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['17'])"	D	structured_artificial	{}	09/03/2022 17:47:33
248	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['18'])"	D	structured_artificial	{}	09/03/2022 17:47:33
249	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['19'])"	D	structured_artificial	{}	09/03/2022 17:47:34
250	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['20'])"	D	structured_artificial	{}	09/03/2022 17:47:34
251	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['21'])"	D	structured_artificial	{}	09/03/2022 17:47:35
252	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['22'])"	D	structured_artificial	{}	09/03/2022 17:47:36
253	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['23'])"	D	structured_artificial	{}	09/03/2022 17:47:36
254	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['24'])"	D	structured_artificial	{}	09/03/2022 17:47:37
255	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['25'])"	D	structured_artificial	{}	09/03/2022 17:47:37
256	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['26'])"	D	structured_artificial	{}	09/03/2022 17:47:38
257	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['27'])"	D	structured_artificial	{}	09/03/2022 17:47:39
258	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['28'])"	D	structured_artificial	{}	09/03/2022 17:47:39
259	76	"transformers.process_D(data[0].loc[4,""Ds""].loc['29'])"	D	structured_artificial	{}	09/03/2022 17:47:40
260	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['0'])"	D	structured_artificial	{}	09/03/2022 17:47:40
261	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['1'])"	D	structured_artificial	{}	09/03/2022 17:47:41
262	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['2'])"	D	structured_artificial	{}	09/03/2022 17:47:42
263	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['3'])"	D	structured_artificial	{}	09/03/2022 17:47:42
264	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['4'])"	D	structured_artificial	{}	09/03/2022 17:47:43
265	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['5'])"	D	structured_artificial	{}	09/03/2022 17:47:43
266	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['6'])"	D	structured_artificial	{}	09/03/2022 17:47:44
267	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['7'])"	D	structured_artificial	{}	09/03/2022 17:47:44
268	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['8'])"	D	structured_artificial	{}	09/03/2022 17:47:45
269	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['9'])"	D	structured_artificial	{}	09/03/2022 17:47:46
270	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['10'])"	D	structured_artificial	{}	09/03/2022 17:47:46
271	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['11'])"	D	structured_artificial	{}	09/03/2022 17:47:47
272	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['12'])"	D	structured_artificial	{}	09/03/2022 17:47:47
273	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['13'])"	D	structured_artificial	{}	09/03/2022 17:47:48
274	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['14'])"	D	structured_artificial	{}	09/03/2022 17:47:49
275	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['15'])"	D	structured_artificial	{}	09/03/2022 17:47:49
276	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['16'])"	D	structured_artificial	{}	09/03/2022 17:47:50
277	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['17'])"	D	structured_artificial	{}	09/03/2022 17:47:50
278	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['18'])"	D	structured_artificial	{}	09/03/2022 17:47:51
279	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['19'])"	D	structured_artificial	{}	09/03/2022 17:47:52
280	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['20'])"	D	structured_artificial	{}	09/03/2022 17:47:52
281	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['21'])"	D	structured_artificial	{}	09/03/2022 17:47:53
282	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['22'])"	D	structured_artificial	{}	09/03/2022 17:47:53
283	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['23'])"	D	structured_artificial	{}	09/03/2022 17:47:54
284	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['24'])"	D	structured_artificial	{}	09/03/2022 17:47:55
285	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['25'])"	D	structured_artificial	{}	09/03/2022 17:47:55
286	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['26'])"	D	structured_artificial	{}	09/03/2022 17:47:56
287	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['27'])"	D	structured_artificial	{}	09/03/2022 17:47:56
288	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['28'])"	D	structured_artificial	{}	09/03/2022 17:47:57
289	76	"transformers.process_D(data[0].loc[5,""Ds""].loc['29'])"	D	structured_artificial	{}	09/03/2022 17:47:57
290	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['0'])"	D	structured_artificial	{}	09/03/2022 17:47:58
291	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['1'])"	D	structured_artificial	{}	09/03/2022 17:47:59
292	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['2'])"	D	structured_artificial	{}	09/03/2022 17:47:59
293	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['3'])"	D	structured_artificial	{}	09/03/2022 17:48:00
294	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['4'])"	D	structured_artificial	{}	09/03/2022 17:48:00
295	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['5'])"	D	structured_artificial	{}	09/03/2022 17:48:01
296	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['6'])"	D	structured_artificial	{}	09/03/2022 17:48:02
297	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['7'])"	D	structured_artificial	{}	09/03/2022 17:48:02
298	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['8'])"	D	structured_artificial	{}	09/03/2022 17:48:03
299	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['9'])"	D	structured_artificial	{}	09/03/2022 17:48:04
300	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['10'])"	D	structured_artificial	{}	09/03/2022 17:48:04
301	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['11'])"	D	structured_artificial	{}	09/03/2022 17:48:05
302	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['12'])"	D	structured_artificial	{}	09/03/2022 17:48:05
303	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['13'])"	D	structured_artificial	{}	09/03/2022 17:48:06
304	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['14'])"	D	structured_artificial	{}	09/03/2022 17:48:07
305	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['15'])"	D	structured_artificial	{}	09/03/2022 17:48:07
306	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['16'])"	D	structured_artificial	{}	09/03/2022 17:48:08
307	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['17'])"	D	structured_artificial	{}	09/03/2022 17:48:08
308	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['18'])"	D	structured_artificial	{}	09/03/2022 17:48:09
309	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['19'])"	D	structured_artificial	{}	09/03/2022 17:48:10
310	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['20'])"	D	structured_artificial	{}	09/03/2022 17:48:10
311	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['21'])"	D	structured_artificial	{}	09/03/2022 17:48:11
312	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['22'])"	D	structured_artificial	{}	09/03/2022 17:48:12
313	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['23'])"	D	structured_artificial	{}	09/03/2022 17:48:12
314	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['24'])"	D	structured_artificial	{}	09/03/2022 17:48:13
315	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['25'])"	D	structured_artificial	{}	09/03/2022 17:48:13
316	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['26'])"	D	structured_artificial	{}	09/03/2022 17:48:14
317	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['27'])"	D	structured_artificial	{}	09/03/2022 17:48:15
318	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['28'])"	D	structured_artificial	{}	09/03/2022 17:48:15
319	76	"transformers.process_D(data[0].loc[6,""Ds""].loc['29'])"	D	structured_artificial	{}	09/03/2022 17:48:16
320	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['0'])"	D	structured_artificial	{}	09/03/2022 17:48:16
321	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['1'])"	D	structured_artificial	{}	09/03/2022 17:48:17
322	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['2'])"	D	structured_artificial	{}	09/03/2022 17:48:18
323	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['3'])"	D	structured_artificial	{}	09/03/2022 17:48:18
324	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['4'])"	D	structured_artificial	{}	09/03/2022 17:48:19
325	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['5'])"	D	structured_artificial	{}	09/03/2022 17:48:20
326	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['6'])"	D	structured_artificial	{}	09/03/2022 17:48:20
327	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['7'])"	D	structured_artificial	{}	09/03/2022 17:48:21
328	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['8'])"	D	structured_artificial	{}	09/03/2022 17:48:21
329	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['9'])"	D	structured_artificial	{}	09/03/2022 17:48:22
330	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['10'])"	D	structured_artificial	{}	09/03/2022 17:48:23
331	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['11'])"	D	structured_artificial	{}	09/03/2022 17:48:23
332	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['12'])"	D	structured_artificial	{}	09/03/2022 17:48:24
333	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['13'])"	D	structured_artificial	{}	09/03/2022 17:48:25
334	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['14'])"	D	structured_artificial	{}	09/03/2022 17:48:25
335	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['15'])"	D	structured_artificial	{}	09/03/2022 17:48:26
336	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['16'])"	D	structured_artificial	{}	09/03/2022 17:48:26
337	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['17'])"	D	structured_artificial	{}	09/03/2022 17:48:27
338	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['18'])"	D	structured_artificial	{}	09/03/2022 17:48:28
339	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['19'])"	D	structured_artificial	{}	09/03/2022 17:48:29
340	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['20'])"	D	structured_artificial	{}	09/03/2022 17:48:29
341	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['21'])"	D	structured_artificial	{}	09/03/2022 17:48:30
342	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['22'])"	D	structured_artificial	{}	09/03/2022 17:48:30
343	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['23'])"	D	structured_artificial	{}	09/03/2022 17:48:31
344	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['24'])"	D	structured_artificial	{}	09/03/2022 17:48:32
345	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['25'])"	D	structured_artificial	{}	09/03/2022 17:48:32
346	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['26'])"	D	structured_artificial	{}	09/03/2022 17:48:33
347	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['27'])"	D	structured_artificial	{}	09/03/2022 17:48:34
348	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['28'])"	D	structured_artificial	{}	09/03/2022 17:48:34
349	76	"transformers.process_D(data[0].loc[7,""Ds""].loc['29'])"	D	structured_artificial	{}	09/03/2022 17:48:35
350	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['0'])"	D	structured_artificial	{}	09/03/2022 17:48:35
351	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['1'])"	D	structured_artificial	{}	09/03/2022 17:48:36
352	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['2'])"	D	structured_artificial	{}	09/03/2022 17:48:37
353	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['3'])"	D	structured_artificial	{}	09/03/2022 17:48:37
354	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['4'])"	D	structured_artificial	{}	09/03/2022 17:48:38
355	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['5'])"	D	structured_artificial	{}	09/03/2022 17:48:39
356	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['6'])"	D	structured_artificial	{}	09/03/2022 17:48:39
357	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['7'])"	D	structured_artificial	{}	09/03/2022 17:48:40
358	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['8'])"	D	structured_artificial	{}	09/03/2022 17:48:40
359	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['9'])"	D	structured_artificial	{}	09/03/2022 17:48:41
360	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['10'])"	D	structured_artificial	{}	09/03/2022 17:48:42
361	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['11'])"	D	structured_artificial	{}	09/03/2022 17:48:42
362	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['12'])"	D	structured_artificial	{}	09/03/2022 17:48:43
363	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['13'])"	D	structured_artificial	{}	09/03/2022 17:48:43
364	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['14'])"	D	structured_artificial	{}	09/03/2022 17:48:44
365	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['15'])"	D	structured_artificial	{}	09/03/2022 17:48:45
366	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['16'])"	D	structured_artificial	{}	09/03/2022 17:48:45
367	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['17'])"	D	structured_artificial	{}	09/03/2022 17:48:46
368	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['18'])"	D	structured_artificial	{}	09/03/2022 17:48:47
369	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['19'])"	D	structured_artificial	{}	09/03/2022 17:48:47
370	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['20'])"	D	structured_artificial	{}	09/03/2022 17:48:48
371	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['21'])"	D	structured_artificial	{}	09/03/2022 17:48:48
372	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['22'])"	D	structured_artificial	{}	09/03/2022 17:48:49
373	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['23'])"	D	structured_artificial	{}	09/03/2022 17:48:50
374	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['24'])"	D	structured_artificial	{}	09/03/2022 17:48:50
375	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['25'])"	D	structured_artificial	{}	09/03/2022 17:48:51
376	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['26'])"	D	structured_artificial	{}	09/03/2022 17:48:52
377	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['27'])"	D	structured_artificial	{}	09/03/2022 17:48:52
378	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['28'])"	D	structured_artificial	{}	09/03/2022 17:48:53
379	76	"transformers.process_D(data[0].loc[8,""Ds""].loc['29'])"	D	structured_artificial	{}	09/03/2022 17:48:53
